symbol,group,metric,n,p50,p75,p90,p95,p97.5,p99,p99.5,p99.9,max
RSP,nonopening_5_plus,realizedMovement60Pct,25941,0.0018141635574192361,0.002835510141228772,0.004238909178816775,0.005448844548877923,0.006901189159149905,0.008765587525047833,0.01016547713297488,0.016707444228694635,0.0491622038134
RSP,nonopening_5_plus,realizedMovement60AtrRatio,25941,0.14618594294266055,0.21277914546932544,0.30220334151843203,0.3724156247892664,0.4465297098192151,0.5590610979943168,0.6711632131664697,0.9796883506912962,2.2421063466118376
RSP,nonopening_5_plus,sessionDrawdownPct,25941,0.003263899075839762,0.006117997552801009,0.010043569286482076,0.013438166311300756,0.0170464620525871,0.02169798915891854,0.025576909588272325,0.03462093674552151,0.059116365899191045
RSP,nonopening_5_plus,sessionDrawdownAtrRatio,25941,0.2672807708491031,0.5007143153826799,0.7679592328110838,0.9778150406433352,1.1824612050295535,1.4367710958567115,1.7230770906478412,2.0991637649274564,3.778527753860634
RSP,nonopening_5_plus,pathLength60,25941,0.0030628498192142306,0.004785535086953785,0.007147826600557239,0.00917160013569951,0.011421153329884193,0.014517939883690914,0.017187893022369262,0.029345038290895884,0.08455200984002442
RSP,nonopening_5_plus,openToCurrentPct,25941,0.00012562024998419297,0.0037826251418484613,0.007362893183909813,0.010172199662298764,0.012979333982926056,0.016341791070202134,0.019041992767312565,0.03273872150486537,0.08959270034382416
RSP,index_1,shockPct,1241,0.0038101668756632605,0.005054227650837149,0.006488332384746812,0.007599034346538019,0.008536585365853597,0.009856683987066288,0.01134563752520384,0.020445863809867983,0.02239000260348866
RSP,index_1,shockAtrRatio,1241,0.30954724273646655,0.4019507259620023,0.521197127353443,0.6012095765399226,0.6532985268640987,0.7636281462550238,0.8222606643414714,0.9855920127385316,1.0422326149916263
RSP,index_1,downsideExcursionPct,1241,0.0016533637400227596,0.0029705190001121018,0.004769094351379225,0.005817806907725105,0.006772656832921876,0.008562179051432535,0.010418288237391889,0.019501917684834193,0.021452766277756826
RSP,index_1,downsideExcursionAtrRatio,1241,0.13299415329991282,0.24386976882356845,0.37396976566114776,0.47642051068633295,0.5446830472122682,0.6423095230632012,0.748944710060216,0.9458174097672895,1.0422326149916263
RSP,index_1,realizedMovement60Pct,0,,,,,,,,,
RSP,index_1,realizedMovement60AtrRatio,0,,,,,,,,,
RSP,index_1,sessionDrawdownPct,1241,0.0016631276114803533,0.0029826601284060634,0.004651471858595368,0.005673460811094833,0.00693419887872527,0.008237569857453877,0.010079154126919029,0.012173921146918171,0.01905195396319643
RSP,index_1,sessionDrawdownAtrRatio,1241,0.13258509025672768,0.24205354230240542,0.37404567609527656,0.457188587117571,0.5473851463169924,0.6193690161644059,0.6928065225653592,0.8422357570137534,1.0163386369794174
RSP,index_1,pathLength60,0,,,,,,,,,
